;Job_description;Label_true;Label_pred
297;job summari parola chiav digitalizzazion uno principali obiettivi ectm rivoluzionar chiav digital mondo edilizia andando trasformar settori meno digitalizzati cerchiamo quindi programmator proattivo entusiasta dinamico progettar sviluppar gestir innov architettur web articol microservizi e finita qui se curiosit passion sviluppo tecnologico digital caratterizzano qualit programmator potrai metterti prova ideazion creazion lancio soluzioni web innov dando vita vision inedita convenzional rete servizio edilizia settor ingegneristico lavorando agil supporterai squadra vari fasi lavoro raggiungendo team obiettivi lungo termin sarai part ectm condividerai ambizioni progressi sviluppando nuovi prodotti digitali cosa cerchiamo te ecco principali tecnologi utilizzerai requis fondamentali lavorar insiem senza mai smetter crear progettar divertirti angular laravel php microservizi mysql nice to have docker redux react creder propost scelt ricorda lavorerai solo ectm insiem ectm i progetti quali prenderai part frutto intuizioni capacit proporr trasmetter team lavoro ide opinioni soluzioni propension costruir vision strategica d insiem vari mansioni verranno assegn capacit comprender condivider squadra feedback responsabil senior vari figur quali confronterai richiesta presenza roma valuteremo possibilit remot work parzial pi avanti ora bisogno te qui team il team attualment composto programmatori coordinati lead develop ma lavorerai solo i progetti quali prenderai part infatti permetteranno interfacciarti quotidianament project manag ingegneri architetti creativi graphic design molti altri professionisti realt multidisciplinar consentir sviluppar nuov skill prezios abilit trasversali cosa offriamo azienda altament tecnologica quasi paperless contratto tempo indeterminato mensilit ccnl studi professionali pacchetto welfar aziendal volto fornir team servizi agevolazioni inizi migliorino sensibilment vita azienda buoni pasto giornalieri flessibilit oraria formazion continua organizzazion orizzontal trasversal ruoli competenz ufficio zona central ben collegato metropolitana autobu ral prevista base senior k k se quel letto fin qui incuriosito passion condivision lavoro squadra te valori fondamentali inviaci subito candidatura entrando far part team ectm conoscerai realt inclusiva sinergica volta interazion crescita innovazion;Web Developer;Web Developer
298;la risorsa sar inserita softwar factori organizzata secondo modello agil svolger attivit progettazion sviluppo soluzioni applic sanit principali tecnologi riferimento java spring framework angular sqlserver mongodb docker la risorsa verr assunta contratto tempo indeterminato direttament azienda far part team dinamico partecip eventi commun settor partecip programmi formazion costant tramit piattaform dedic certificazion;Java Developer;Java Developer
299;k brand nasc obiettivo guidar clienti verso percorso digit transform senza impattar processi esistenti il claim riassum mission non cambiamo cose rendiamo pi semplici il know how acquisito consent fornir consulenza it strategica finalizzata ottimizzazion processi aziendali semplificazion procedur organizz la figura verr inserita team costituito tecnici sviluppo progetti web comunicazion gestion riporto gerarchico it manag principali attivit analisi progetto progettazion tecnica sviluppo test gestion rilasci relazion client coordinamento attivit manutenzion orario sede operativa full time h settimana lune venerd sede smartwork sede seregno mb possibilit trasfert sporadich presso sede roma;Web Developer;Web Developer
300;la risorsa occup gestion manutentiva evolutiva sistemi microsoft il candidato ideal predisposto lavorar team abituato organizzar lavoro competenza gerarchica funzional;System Analyst;Software Engineer
301;rif js bo action ict societ fort crescita specializzata fornitura servizi informatici aziend realizzar propri piani crescita preved inserimento sviluppatori java ricerca quindi candidati seguent profilo professional programmator analista sviluppator java luogo lavoro bologna nr posizioni inquadramento tempo indeterminato retribuzion commisurata livello esperienza le person selezion svolgeranno attivit analisi programmazion java j ee dovranno pertanto aver seguenti competenz almeno anni esperienza ambito java j ee buona esperienza lato frontend backend buona conoscenza principali tecnologi framework applicativi spring hibern javascript css html bootstrap maven jqueri angular etc principali design pattern buona conoscenza db relazionali linguaggio sql conoscenza lingua ingles gradita conoscenza oracl pl sql preferenzial laurea informatica si prega inviar cv dettagliato formato europeo preferibilment fototessera indirizzo email hr action ict it autorizzando trattamento dati personali sensi art gdpr regolamento europeo protezion dati personali;Java Developer;Java Developer
302;il team product develop jeniot concepisc sviluppa servizi iot polizz assicur gruppo generali lo stage offr opportunit imparar gestir fasi custom experi custom servic specifico rivolto clienti scelto soluzion assicurativa connessa iot la risorsa support team seguenti attivit data analysi comprender bisogni client migliorar offerta iot generali supporto case manag comunicazion verso rete agenzial clienti finali supporto gestion relazioni fornitori predisposizion documenti monitoraggio attivit team product develop jeniot;Software Engineer;Software Engineer
303;azienda leader sistemi gestion traffico potenziamento organico ricerca diplomato laureato disciplin informatich valutiamo qualsiasi livello esperienza sono richiest conoscenz programmazion web databas linguaggi java c;Programmer;Programmer
304;azienda informatica ricerca in calabria programmator laureato junior senior sappia usar seguenti linguaggi php java zona montepaon cz;Programmer;Java Developer
305;la risorsa inserita allinterno gruppo gestion infrastruttur it data center team specializzato nellerogazion servizi virtualizzazion iaa servizi saa occup sotto coordinamento direttor oper installazion manutenzion evolutiva gestion sistemi quali vengono erogati servizi nonch servizi webhost posta elettronica sistemi disast recoveri etc;System Analyst;System Analyst
306;il candidato verr inserito interno compet center focalizzato tecnologi java dedicato gestion sviluppo applicazioni web contesto enterpris;Java Developer;Java Developer
307;siamo ricerca nuov risors motiv inserir prossimi corsi salesforc cloud comput gratuiti durata giorni possibilit inserimento immediato azienda stiamo cercando programmatori junior java informatici passion digital neodiplomati neolaureati disciplin informatich inoccupati interessati mondo it;Programmer;Java Developer
308;per important progetto settor aereospazio ricerchiamo risorsa capac dare supporto sistemistico durant fasi design sviluppo produzion integrazion validazion vasta gamma sensori radar;System Analyst;System Analyst
309;in avanad espandendo area devop applic racchiud professionisti distinguono altri commun softwar engin poich contributo consist introduzion processi strumenti metodologi soddisfino end to end ciclo vita applicativo code deploy manutenzion aggiornamenti per desideriamo incontrar professionisti maturato esperienza ruoli devop engin soluzioni azur base i candidati verranno inser progetti respiro internazional clienti milano roma questa occasion almeno anni esperienza sviluppo applicazioni cloud piattaforma azur devop ottima esperienza programmazion oggetti linguaggio ottima esperienza framework net buona esperienza sviluppo soluzioni basat microsoft azur architettura microservizi buona esperienza configurazion gestion pipelin continu integr ci continu delivey cd buona conoscenza esperienza databas relazionali sql server mysql per via contesto internazional inoltr importanti padronanza lingua ingles scritta parlata grand attitudin lavoro team l aver maturato esperienza lavorativa metodologia scrum agil rappresenta requisito preferenzial curiamo molto crescita individual person offriamo percorsi specifici defin supporto career advisor supportati continua formazion grazi partnership privilegi microsoft se vuoi crescer sviluppar potenzial esser protagonista definizion soluzioni innov click below and don t forget to appli employ transpar avanad is an equal opportun employ avanad prohibit discrimin and harass against ani employe or applic for employ becaus of race color age religion sex nation origin gender ident or express sexual orient disabl veteran militari or marit statu genet inform or ani other protect statu the eeo is the law poster is avail here and poster supplement is avail here the pay transpar polici is avail here avanad is commit to work with and provid reason accommod to individu with disabl if you need reason accommod due to disabl for ani part of the employ process pleas send an mail to avanad at career avanad com or call and let us know the natur of your request and your contact inform;Software Engineer;Software Engineer
